stop_id,stop_code,stop_name,stop_lat,stop_lon
880,01,"Topiel",52.2375500000,21.0268080000
5944,01,"Miła",52.2473660000,20.9842360000
7148,52,"Gniewkowska",52.2123330000,20.9217400000
4400,02,"Kawęczyn II",52.0392520000,21.1764700000
6861,01,"Nowe Wągrodno",51.9451000000,21.0354800000
8461,80,"Warszawa Powązki",52.2560790000,20.9723860000
1794,02,"Pelcowizna",52.2954070000,21.0155930000
5610,01,"Ogrodowa",52.1033810000,21.0403990000
2387,01,"Wspólna",52.2463010000,21.1841510000
4777,03,"Wieruchów",52.2301510000,20.8352270000
1768,01,"Chodecka",52.2881810000,21.0395970000
499,01,"Dolina Służewiecka",52.1745540000,21.0437690000
11,01,"PKP Rakowiec",52.1979930000,20.9654640000
4438,03,"Człuchowska",52.2275480000,20.8978790000
2383,02,"Wiązana",52.1986540000,21.1427420000
4496,02,"Okunin",52.4346530000,20.7589450000
7711,03,"Pl. Grunwaldzki",52.2628500000,20.9794530000
1530,01,"Lniana",52.2735430000,21.0912190000
8620,02,"Brodnicka",52.1645780000,21.1879660000
5964,04,"Mazurska",52.3142730000,21.1331930000
9458,02,"Jesiennych Liści",52.0623450000,21.0769030000
4511,02,"Przyjaciół",52.4167530000,21.0551270000
8394,01,"Gratyny",52.1470090000,21.1365840000
7546,05,"Dworkowa",52.2048450000,21.0229160000
7746,01,"Golędzinów",52.2666560000,21.0200140000
6784,01,"Winnica",52.3405300000,20.9468240000
1633,01,"Przyjazna",52.3184530000,21.0324460000
409,02,"Orzycka",52.1711250000,21.0090780000
6547,01,"Zegrzyńska",52.4034310000,20.9483280000
6724,02,"Zielona",52.0420300000,20.9718400000
1567,01,"Insurekcji",52.3415150000,20.9884300000
7109,02,"Wilanówka",52.1258910000,21.1412520000
1267,01,"Chabrowa",52.2837520000,20.9027070000
2685,04,"Bronowska",52.1994460000,21.1189190000
8923,02,"Zaborówek-Osiedle",52.2628990000,20.6493410000
9453,02,"Ułanów Jazłowieckich",52.3324190000,20.8728280000
2055,02,"Bysławska",52.1558600000,21.1811630000
410,01,"Bartłomieja",52.1697520000,21.0089720000
4606,01,"Złota",51.9573760000,21.0264400000
7026,01,"Verdiego",52.3407600000,21.0546380000
1861,02,"Dw. Wileński",52.2552980000,21.0346110000
3525,02,"Dobosza",52.2101950000,20.9654260000
7510,03,"Krakowiaków",52.1865340000,20.9549360000
4559,02,"Brzezińska",52.3521520000,20.9829810000
5441,06,"Nowe Włochy",52.2100400000,20.8943020000
2090,01,"Gwarków",52.2648570000,21.1220740000
3423,02,"Wawrzyszewska",52.2460820000,20.9630840000
3583,16,"Metro Marymont",52.2719170000,20.9685110000
9406,52,"Krasickiego",52.3276030000,21.2171750000
9655,52,"Ręczajska",52.3337220000,21.2160000000
363,02,"Zalesie Dolne",52.0576090000,21.0086490000
53,01,"Malinowa",52.1937340000,20.8835410000
7613,06,"Krucza",52.2309570000,21.0169790000
2639,02,"Groszówka",52.2472500000,21.2078500000
762,04,"Metro Stokłosy",52.1568410000,21.0336020000
7736,03,"Romaszewskiego",52.2693650000,20.9533400000
1572,02,"Ołówkowa",52.3392920000,20.9934310000
7905,07,"Nowe Bemowo",52.2602330000,20.9250320000
3183,02,"Magdalenka",52.0980500000,20.9109800000
6109,02,"Stare Miasto",52.0759750000,21.2507180000
4535,02,"Wiśniowa",52.4103980000,20.9650690000
4139,03,"Sobieskiego",52.1690080000,21.0680640000
3477,03,"Stefanika",52.3275890000,20.9397760000
471,01,"Bogatki",52.1318760000,21.0177730000
1100,01,"Powązkowska",52.2533300000,20.9795210000
4476,01,"Magnolii",52.3921040000,21.1477260000
8026,02,"Wynalazek",52.1803330000,20.9934510000
3299,02,"Lipowo",52.1389960000,21.3956320000
6855,01,"Modrzewiowa",51.9616650000,21.0676350000
711,04,"Madalińskiego",52.2032150000,21.0095110000
6758,02,"Zegrzyńska",52.4034360000,20.9487990000
3404,01,"Kryniczna",52.2290200000,21.0515400000
1519,01,"Zabraniecka-Bocznica",52.2607570000,21.0719330000
217,04,"Pl. Unii Lubelskiej",52.2126560000,21.0212010000
4536,01,"Dziekanów Leśny",52.3415220000,20.8472190000
5572,01,"Wawer-Ratusz",52.2057120000,21.1720250000
4992,02,"Leśnych Boginek",52.0217970000,21.0411040000
4416,01,"Agatowa",52.0946320000,21.0327450000
3832,02,"Starowiejska",52.0833260000,20.7925240000
3194,01,"Wilcza Góra",52.0689030000,20.9484020000
4382,02,"Borowina III",52.0510740000,21.1272370000
473,01,"Pelikanów",52.1225140000,21.0180200000
160,03,"Rakowiec",52.1981980000,20.9848130000
2518,01,"Jurajska",52.1623900000,20.9922400000
1235,01,"Redutowa",52.2357970000,20.9386050000
8845,01,"Kocjana-Sądy",52.2503400000,20.8905600000
4406,01,"Ku Słońcu",52.0026140000,21.1972510000
6691,02,"Firmowa",52.3794690000,20.7674530000
7819,05,"Conrada",52.2715860000,20.9341350000
467,01,"Poleczki",52.1519500000,21.0173230000
8745,18,"P+R Al. Krakowska",52.1754380000,20.9430980000
4883,02,"Obrońców Warszawy",52.2132070000,20.7990230000
8121,02,"Nowe Grabie II",52.3529050000,21.3188430000
463,04,"Wyścigi",52.1673110000,21.0153110000
2784,02,"Lipy",52.4079750000,21.0383510000
849,02,"Zachęta",52.2396740000,21.0112670000
733,01,"Gotarda",52.1712290000,21.0057980000
4744,01,"Powstańców Warszawy",52.1054430000,21.2636680000
1457,01,"Hłaski",52.2768390000,20.9709720000
5743,02,"Paderewskiego",52.4279960000,20.7192220000
1993,01,"Edisona",52.2300330000,21.1369720000
5400,04,"Skorosze",52.1856560000,20.8958040000
1983,08,"Pl. Szembeka",52.2436300000,21.1031200000
2339,01,"Bronowska",52.1985560000,21.1187320000
4259,03,"Łazy",52.0814630000,20.8789880000
7949,01,"Julianowska",52.2847320000,21.0330100000
6569,02,"Kawęczynek II",52.0486520000,21.1511210000
5972,02,"Korczaka",52.3126850000,21.1651220000
4793,01,"Łaźniewska",52.2187210000,20.6923110000
4569,02,"Kościół",52.3424300000,20.8824510000
8872,08,"Pl. Hallera",52.2609740000,21.0308040000
1789,02,"Bartnicza",52.2866330000,21.0219050000
4151,01,"OSP Skrzeszew",52.4621540000,20.8945810000
5512,02,"Tramwajowa",52.3747800000,21.2473390000
4475,01,"Szkolna",52.3958320000,21.1433970000
8939,02,"Zegrze Płd.",52.4539780000,21.0136010000
7519,04,"Och-Teatr",52.2146030000,20.9796090000
4093,02,"Urząd Miasta",52.3954000000,20.9308000000
4635,02,"Kędzierówka",51.9815140000,21.0392640000
1587,01,"Mościckiego",52.2694760000,20.8141860000
3535,03,"Kłobucka",52.1572280000,20.9907070000
5892,02,"Słomczyn",52.0528870000,21.1553200000
3076,01,"Topograficzna",52.2618740000,21.1733290000
2646,01,"Zagórze-Sanatorium",52.1987880000,21.2458150000
1335,02,"Kwirynów",52.2589370000,20.8521600000
1305,02,"Wrzeciono",52.2921400000,20.9381200000
7750,03,"Odlewnicza",52.3051180000,21.0182860000
426,01,"Ogrody Działkowe Wilanówka",52.1631880000,21.1078320000
1943,02,"Białołęka-Ratusz",52.3218590000,20.9717910000
3825,01,"Pańska",52.3743900000,20.9279820000
9293,02,"Przyrodnicza",52.3275560000,21.0606110000
3916,03,"Brata Alberta",52.2460070000,21.1893230000
6697,02,"Sadowa",52.3592460000,20.8304460000
5994,01,"Chrzanów",52.2271880000,20.8887100000
6722,02,"Łączna",52.0308590000,20.8477970000
3481,01,"Barei",52.3367180000,20.9375170000
4345,02,"Czarnów",52.0556130000,21.0970860000
7612,05,"Krucza",52.2306900000,21.0158510000
1262,01,"Aspekt",52.2785130000,20.9338940000
2441,02,"Spółdzielnia",52.1365400000,20.9717700000
37,02,"PKP Włochy",52.2051720000,20.9161380000
7642,03,"GUS",52.2162020000,21.0052920000
267,02,"Sielce",52.2079200000,21.0485400000
4328,01,"Habdzin IV",52.0923810000,21.1780070000
2409,02,"Rybna",52.1589930000,20.9416930000
1175,02,"Człuchowska",52.2282700000,20.8971440000
1955,02,"Wspólna Droga",52.2435020000,21.0960570000
6830,01,"Leśna",51.9421070000,20.9794280000
4543,01,"Świderska",52.3105900000,20.9593630000
3710,01,"Os. Bukowiec",52.3950280000,20.9559340000
4830,02,"Kolibra",52.1061820000,20.9784550000
2030,02,"PKP Międzylesie",52.2042590000,21.1682870000
341,03,"Miklaszewskiego",52.1481930000,21.0431510000
3670,02,"Aluzyjna",52.3508040000,20.9457660000
1552,02,"Staniewicka",52.2739030000,21.0319670000
1431,20,"Metro Młociny",52.2912000000,20.9278600000
3931,02,"Plutonu Torpedy",52.1968590000,20.8901300000
6039,01,"Rosnowskiego",52.1303340000,21.0789220000
1122,02,"Fort Wola",52.2230970000,20.9284320000
9076,02,"Rondo WOŚP",52.4029330000,20.9152670000
7751,04,"Odlewnicza",52.3055420000,21.0180180000
7896,03,"Stare Bemowo",52.2598050000,20.8977790000
6720,01,"Pustelnicka",52.3141510000,21.1299080000
5015,02,"Dębówka II",52.0450430000,21.1956980000
6283,01,"Hoovera",52.3300890000,21.0926490000
9691,01,"Szybka",52.2005100000,20.9454280000
2336,01,"Skalnicowa",52.1843090000,21.1318930000
6527,02,"Ogrody Przyjaciół",52.3337350000,21.0176190000
3162,02,"Norwida",52.1740560000,20.8509320000
5954,02,"Powstańców",52.3142630000,21.1442780000
717,01,"Polskie Radio",52.1928680000,21.0150030000
3528,01,"Groty",52.2482300000,20.8787000000
684,01,"Mandarynki",52.1446390000,21.0638520000
8924,02,"Zaborówek-Wieś",52.2619290000,20.6302410000
4862,01,"Polna",52.4409030000,20.8226090000
6189,02,"Klaudyny",52.2849190000,20.9696700000
4389,01,"Witwickiego",52.0760800000,21.1174570000
4833,01,"Przepiórki",52.1019390000,20.9758310000
5008,03,"Skolimów",52.0773720000,21.1000810000
5557,01,"Stara Miłosna (Graniczna)",52.2145060000,21.2177490000
9024,01,"Os. Panieńska",52.2482790000,21.0281870000
3827,02,"Leśna",52.3761600000,20.9380980000
1979,03,"Wiatraczna",52.2449270000,21.0835910000
3611,02,"Warszawska",52.2531240000,20.8054730000
1753,06,"Metro Bródno",52.2930950000,21.0333560000
4241,01,"Os. Kwiatowa",52.0963410000,21.0013080000
8783,02,"Ks. Boguckiego",52.2600570000,20.9840330000
4614,02,"Leśna",51.9758159800,21.0113742600
6742,01,"Monte Cassino",52.2366660000,20.9479780000
5559,04,"Torfowa",52.2177190000,21.2205520000
4367,02,"Żwirowa",52.0590500000,21.1671290000
8874,03,"CH  Targówek",52.3010100000,21.0583340000
292,01,"Stępińska",52.2066580000,21.0370250000
1989,02,"Płowiecka",52.2329390000,21.1289160000
2500,01,"Pańska",52.0779980000,21.0782790000
1770,01,"Rolanda",52.2823640000,21.0533340000
4915,04,"Poligonowa",52.2353010000,21.0862810000
673,02,"PKP Piaseczno",52.0659290000,21.0202730000
7763,01,"Batalionu Platerówek",52.2737350000,21.0144180000
2216,01,"Wał Gocławski",52.2260750000,21.0787440000
1338,02,"Łąkowa",52.2910570000,20.8560840000
9715,52,"KMŁ",52.3582300000,20.8625150000
4808,01,"Baszkówka",52.0359720000,20.9232650000
8881,05,"Pl. Hallera",52.2596990000,21.0259920000
4973,01,"Do Fortu",52.1973200000,20.9893880000
166,02,"Pomnik Lotnika",52.2169470000,20.9903100000
913,01,"Mokotowska",52.2234580000,21.0183930000
6449,01,"Indiry Gandhi",52.1415130000,21.0331700000
1330,02,"Zachodnia",52.3316120000,20.8792970000
1991,06,"Płowiecka",52.2347070000,21.1256150000
1464,01,"Elbląska",52.2587100000,20.9620500000
5869,02,"Cząstków Polski",52.3900540000,20.7539820000
2481,02,"Orzeszkowej",52.1785820000,20.8408300000
3839,01,"Pałacowa",52.0484930000,20.7537720000
5695,01,"Słoneczników",52.0107590000,20.9638370000
2894,01,"Świętojerska",52.2497420000,21.0029720000
6621,03,"Pilawa",52.0405970000,21.0869310000
3081,03,"Pożaryskiego",52.2066870000,21.1738550000
1940,01,"Ekspresowa",52.3116340000,20.9784920000
6477,02,"Starego Dębu",52.3484670000,20.9782040000
57,01,"Zajezdnia Kleszczowa",52.1965220000,20.9248760000
4714,02,"Zajezdnia Ursus Płn.",52.2061090000,20.8858940000
7215,01,"Kakaowa",52.1125340000,20.9662970000
778,11,"Dw. Centralny",52.2299810000,21.0044100000
591,01,"Krasickiego",52.1967550000,21.0200430000
83,03,"Mikołajska",52.2034440000,20.9260940000
2671,01,"1. Praskiego Pułku",52.2238700000,21.2223980000
4821,02,"POD Głosków",52.0225300000,20.9558840000
2134,02,"Listonoszy",52.2748480000,21.1631100000
2642,01,"Trzykrotki",52.2087100000,21.2000350000
5041,02,"Polna",52.0596280000,21.0491620000
228,02,"Żołny",52.1404520000,21.0181660000
9537,52,"Dw. Zachodni",52.2188090000,20.9679500000
8084,04,"Dywizjonu 303",52.2474770000,20.9112920000
1102,01,"Nowe Bemowo",52.2606260000,20.9241090000
3461,02,"Dąbrówka Wiślana",52.3486430000,20.9427600000
7823,05,"Dw. Gdański",52.2580310000,20.9961250000
6050,01,"Ręczajska",52.3585850000,21.2983610000
3418,02,"Boryny",52.1239710000,20.9795960000
7951,04,"Staniewicka",52.2739520000,21.0316140000
7965,04,"Ząbkowska",52.2519440000,21.0378880000
3536,01,"Osmańska-DHL",52.1508320000,20.9947660000
8335,03,"Spacerowa",52.2068850000,21.0321560000
6186,03,"Stara Miłosna (Graniczna)",52.2144190000,21.2175460000
4968,03,"Zasadowa",52.1844310000,21.1678360000
4474,02,"Szkolna",52.3965250000,21.1420250000
6597,01,"Instytut Hematologii",52.1442630000,21.0341970000
4220,02,"Urbanistów",52.0896780000,21.0497400000
9450,05,"Dolna",52.2009000000,21.0362030000
1047,02,"WAT",52.2527130000,20.8983550000
9634,02,"Szeligowska-Szkoła",52.2278600000,20.8817670000
3830,02,"Urząd Gminy",52.0909830000,20.8025950000
4532,01,"GOK",52.4082040000,20.9739580000
8469,80,"Legionowo",52.4019210000,20.9409800000
3088,01,"Orląt Lwowskich",52.1909440000,20.8655950000
2396,01,"Jagielska",52.1141450000,21.0182630000
2690,09,"Metro Wilanowska",52.1797440000,21.0236170000
5431,01,"Stare Grabie-Szkoła",52.3708420000,21.3167810000
2681,01,"Umiastowska",52.2110360000,20.7712540000
5536,01,"Lipinki",52.3748470000,21.2869640000
890,01,"Górnośląska",52.2258290000,21.0411000000
1821,02,"Ambaras",52.3405070000,20.9996150000
5591,01,"Julianowska-Cmentarz",52.0806430000,21.0398160000
3447,01,"Sportowa",52.1543050000,20.9208730000
2478,01,"Lelewela",52.1913440000,20.8548770000
2443,02,"Promyka",52.1465300000,20.9467200000
2888,06,"Rondo Zesłańców Syberyjskich",52.2171970000,20.9607170000
3202,01,"Kuleszówka",52.0598490000,20.9115940000
7886,03,"Karolkowa",52.2294460000,20.9794650000
2251,02,"Zbójnogórska",52.1924890000,21.1809700000
3285,01,"Projektowana",52.1643250000,21.3158550000
3550,01,"Osmańczyka",52.2630450000,20.9319560000
3891,02,"Bennetta",52.1697380000,20.9791510000
1413,02,"Conrada",52.2720270000,20.9346410000
1539,01,"Tużycka",52.2828640000,21.0717840000
4375,02,"Słomczyn-Szkoła",52.0614650000,21.1531100000
3038,01,"Starodęby",52.1843510000,20.8995570000
3932,01,"Pomorska",52.3264120000,20.9572090000
3277,02,"Widoczna",52.2020750000,21.2694160000
3705,02,"Krakusa",52.4015050000,20.9538910000
1306,02,"Bohomolca",52.2728380000,20.9832790000
8829,03,"CH  Ursynów",52.1437170000,21.0250570000
1259,02,"Bielany-Ratusz",52.2769730000,20.9481770000
1495,01,"Dyrekcja FSO",52.2866440000,21.0065070000
3009,01,"Ceramiczna",52.3206270000,20.9686890000
8911,01,"Kępa Okrzewska-Cmentarz",52.1350040000,21.1528880000
8876,18,"Pl. Hallera",52.2599270000,21.0271770000
5665,01,"Stare Grabie II",52.3670590000,21.3233950000
23,01,"Ośrodek Wojskowy",52.1747730000,20.9791660000
7884,03,"Norblin",52.2321670000,20.9937450000
2710,01,"Sokołowskiego",52.2910570000,20.8387020000
505,10,"Wilanów",52.1681950000,21.0843020000
434,02,"Wąwozowa",52.1339500000,21.0750380000
7022,02,"Rubinowa",52.0896600000,21.0256030000
6456,03,"P+R Nadarzyn",52.0910160000,20.8003370000
3212,02,"Wojska Polskiego",52.0749710000,21.0228930000
3544,02,"Poloneza",52.1549940000,21.0061600000
1531,01,"Elsnerów",52.2709760000,21.0937530000
1018,01,"Fortowa",52.2469100000,20.8836200000
3841,01,"Młochów",52.0483160000,20.7809570000
9357,55,"Szczęśliwicka",52.2147530000,20.9691920000
6335,01,"Podwójna",52.3125230000,21.0654780000
1700,02,"Dąbrówka Szlachecka",52.3477330000,20.9484610000
3812,02,"Siwek",52.4704130000,21.0908290000
8566,80,"Warszawa Raków",52.1945490000,20.9359140000
9388,01,"Obrońców Westerplatte",52.3119170000,21.1508890000
4316,01,"Rzeszotarskiej",52.2570870000,21.0400290000
2150,01,"Międzynarodowa",52.2299110000,21.0672750000
7729,03,"Bogusławskiego",52.2813420000,20.9239420000
4905,01,"Mokry Ług-Leśniczówka",52.2809750000,21.1715830000
7210,02,"Jarzębinowa",52.3468440000,21.0551600000
1409,05,"Al. Reymonta",52.2750060000,20.9376270000
9193,03,"Świątynia Opatrzności Bożej",52.1595560000,21.0731510000
8768,01,"Pl. Szwedzki",52.1325980000,20.8951850000
3995,02,"PKP Józefów",52.1378590000,21.2345390000
6306,01,"Rakowska",52.1990520000,20.9546050000
8954,01,"Rondo WOŚP",52.4029900000,20.9150990000
579,03,"Nowoursynowska",52.1693810000,21.0412170000
5320,04,"Przasnyska",52.2611480000,20.9679240000
6106,02,"Górna",52.0373980000,20.9910520000
2035,06,"PKP Radość",52.1837900000,21.1903180000
4126,02,"Sosnowa",52.4767500000,20.9158900000
2218,02,"Brazylijska",52.2310600000,21.0654220000
6161,01,"Kolonia Makówko",52.3427580000,21.0976850000
440,04,"Rakowiecka",52.2096140000,21.0196430000
7457,01,"Wawrzyna",52.3957830000,21.1657130000
7788,04,"Pl. Szembeka",52.2425450000,21.1018270000
8081,07,"Metro Bemowo",52.2381700000,20.9134050000
5995,02,"Chrzanów",52.2271940000,20.8890400000
5573,02,"Wawer-Ratusz",52.2056660000,21.1724170000
2397,01,"Paluch",52.1517140000,20.9650350000
1013,01,"Tkaczy",52.2186020000,20.9106010000
5245,02,"Cmentarz",52.3377790000,21.2049360000
1458,01,"Sobocka",52.2817500000,20.9725700000
1412,03,"Conrada",52.2711400000,20.9348340000
4238,02,"Przebiśniegów",52.0944070000,21.0012310000
594,01,"Ksawerów",52.1863700000,21.0184700000
7671,06,"Muzeum Powstania Warszawskiego",52.2330590000,20.9822830000
7555,06,"Królikarnia",52.1897700000,21.0231000000
5142,02,"Henryka Brodatego",52.1939720000,20.8603650000
6160,02,"Okólna",52.3319690000,21.1022380000
1658,01,"Oknicka",52.3224830000,21.0786280000
7972,05,"Żerań FSO",52.2904080000,21.0021750000
5567,01,"Dalibora",52.2467330000,20.9423800000
4566,01,"Łomianki-Centrum",52.3401640000,20.8891690000
7576,03,"Wołoska",52.1960830000,21.0017950000
2585,01,"Świdry Wielkie",52.1058520000,21.2332740000
1505,04,"Klasyków",52.3318010000,20.9667800000
2112,01,"Strażacka",52.2588770000,21.1315350000
3246,02,"Akacjowa",52.2727130000,20.8020730000
3366,03,"Szkolna",52.3183860000,21.0993880000
3742,02,"Spacerowa",52.1902710000,21.3484470000
2386,02,"Jagiellońska",52.2452200000,21.1777080000
3110,04,"Lucerny",52.2142280000,21.1338600000
1985,01,"Pl. Szembeka",52.2426200000,21.1011880000
8518,80,"Czyżew",52.3969546965,21.2855758717
4108,01,"Podgórna",52.4433410000,20.9641550000
374,02,"Polna",52.0966980000,21.1167010000
7618,05,"Park Traugutta",52.2587840000,21.0028390000
1560,01,"Daniszewska",52.3067370000,21.0068900000
5784,03,"Prystora",52.1889480000,20.9060310000
7637,08,"Rondo ONZ",52.2327970000,20.9966370000
2293,02,"Hortensji",52.1775740000,21.1739900000
5304,02,"Marianki",51.9809760000,21.1907470000
2343,01,"Kadetów",52.2111460000,21.1055950000
2882,02,"Kiepury",52.1368440000,21.0723770000
2622,01,"Chodkiewicza",52.2501390000,21.2320620000
356,01,"Energetyczna",52.0873670000,21.0192780000
4962,03,"Ratuszowa-Zoo",52.2556170000,21.0301540000
8786,02,"Ks. Sitnika",52.2441470000,20.9479170000
5372,06,"Woronicza",52.1890080000,21.0008350000
2557,01,"Napoleona Bonaparte",52.1714970000,21.2266760000
3361,02,"Zieleniecka",52.2846070000,21.1262500000
6667,01,"Polnych Kwiatów",52.3639920000,20.6533540000
4692,01,"Rzeczna",52.4455200000,20.7672700000
2057,02,"Okularowa",52.2421120000,21.1363630000
722,02,"Wołoska",52.1962870000,21.0021950000
4885,02,"Kossaka",52.2223970000,20.8012160000
1927,01,"Żerań FSO",52.2897970000,21.0032590000
1137,02,"Niska",52.2438170000,20.8833570000
258,01,"Czekoladowa",52.1321830000,21.1010140000
4134,01,"Szkolna",52.4244950000,20.9515260000
7104,04,"Ogrodowa",51.9488660000,21.0176780000
4396,02,"Turowice",52.0504190000,21.1677000000
6344,02,"Laurowa",52.3024270000,20.9781910000
9381,54,"Os. Niepodległości",52.3492670000,21.2639650000
4282,01,"Lokalna",52.0685660000,20.8937710000
7927,99,"R2(P)",52.2570200000,21.0557700000
3455,02,"Gdecka",52.2410170000,21.1013230000
7505,04,"Włochy-Ratusz",52.1934420000,20.9609880000
5713,02,"Czwartaków",52.2692530000,21.1465720000
871,02,"Podzamcze",52.2496500000,21.0175840000
1972,15,"Wiatraczna",52.2446960000,21.0872870000
1849,01,"Rondo Żaba",52.2693140000,21.0384850000
3242,01,"Cmentarz",52.2510540000,20.8493980000
1097,03,"Nowolipie",52.2434900000,20.9878410000
3751,01,"Sportowa",52.1673090000,21.2952760000
7072,03,"Zagórna",51.9493090000,21.0674060000
2427,02,"Sportowa",52.1532780000,20.9193220000
8025,01,"Wynalazek",52.1801520000,20.9941280000
7013,02,"Habicha",52.2048320000,20.8820210000
5919,02,"Rów Natoliński",52.1312920000,21.0878100000
1554,01,"Rembielińska",52.2881120000,21.0296750000
5608,01,"PKP Legionowo Przystanek",52.4108070000,20.9154470000
3493,01,"Os. Orlik",52.2280100000,21.0884000000
2289,02,"Nadarzyńska",52.1713060000,21.1931470000
5534,01,"Kępa Oborska I",52.1282940000,21.1668800000
9434,80,"Warszawa Ursus Północny",52.2057540000,20.8896120000
2506,02,"Skolimów",52.0771350000,21.0999330000
7864,04,"Metro Politechnika",52.2199330000,21.0160350000
3125,01,"Nowe Włochy",52.2087990000,20.8954590000
6214,01,"Centrum Mody",52.1021340000,20.8265480000
1004,01,"Zajezdnia Wola",52.2357710000,20.9724020000
9790,02,"Dziekanów-Szkoła",52.3683770000,20.8360190000
297,02,"Jeziorko Czerniakowskie",52.1919650000,21.0677870000
9519,02,"Urząd Gminy",52.4483510000,20.9768950000
806,01,"Hoża",52.2255140000,21.0141050000
7907,02,"Nocznickiego",52.2847350000,20.9228890000
1355,01,"Suzina",52.2670090000,20.9799550000
5,02,"Radarowa",52.1887620000,20.9629590000
4143,01,"Oś Królewska",52.1640360000,21.0698520000
3015,01,"Strumykowa",52.3321630000,20.9461530000
4967,02,"Gawronia",52.1852320000,21.1608790000
7782,02,"Kickiego",52.2455470000,21.0800570000
8133,04,"PKP Wola (Kasprzaka)",52.2280170000,20.9578510000
1349,09,"Pl. Wilsona",52.2683950000,20.9859770000
4910,02,"Kakowskiego",52.2304510000,21.0842100000
6043,02,"RKS Orzeł",52.2503110000,21.0780790000
4003,02,"Samorządowa",52.1743400000,21.2301900000
5701,01,"Poprzeczna",52.0961890000,20.9335930000
8995,02,"Siedzikówny „Inki”",52.0712470000,21.0086720000
5101,02,"Stefanów",52.0516500000,21.0629870000
1976,23,"Wiatraczna",52.2447200000,21.0863800000
542,01,"Wiertnicza",52.1784000000,21.0729370000
6838,01,"Chmielna",52.2328120000,21.0150190000
5821,01,"Weteranów",52.3500820000,20.8755890000
1108,05,"Okopowa",52.2363460000,20.9801380000
4177,02,"Wiekowej Sosny",52.0273820000,21.0357180000
2600,01,"Wyszyńskiego",52.1195570000,21.2070310000
8575,80,"Warszawa Grochów",52.2555030000,21.0842130000
7783,07,"Wiatraczna",52.2445440000,21.0826920000
1877,02,"Młodzieńcza",52.2873820000,21.0748560000
7808,04,"Park Kaskada",52.2737880000,20.9667870000
257,02,"Pałacowa",52.1466290000,21.0939720000
1591,02,"Wartka",52.3099520000,20.9898930000
6270,01,"Rozchodnikowa",52.1598330000,21.1703710000
8989,01,"Bruzdowa-Kościół",52.1447750000,21.1419740000
914,02,"Mokotowska",52.2237160000,21.0211600000
9765,52,"Rzemieślnicza",52.1108910000,21.2588040000
445,04,"Malczewskiego",52.1945990000,21.0230820000
6596,02,"Instytut Hematologii",52.1440130000,21.0336510000
3923,03,"CH Błękitne",52.3975310000,20.9342460000
1165,01,"Norblin",52.2319950000,20.9936240000
6169,05,"Pustelnik",52.3396640000,21.1165690000
7957,04,"Inżynierska",52.2579770000,21.0346320000
3188,02,"Szkolna",52.0856050000,20.9497650000
5928,01,"Orszagha",52.3395420000,21.2083970000
1189,02,"Archimedesa",52.2562400000,20.8979300000
1723,02,"Wyszkowska",52.3297920000,21.0581560000
4869,02,"Pancera",52.3190870000,20.9453520000
4871,01,"Myszczyn",52.2334430000,20.7129910000
1785,02,"Myszkowska",52.2699330000,21.0575670000
1630,01,"Zbyszka z Bogdańca",52.3110410000,21.0298850000
4941,02,"Cieciszew-Stary Kościół",52.0600270000,21.1754350000
3226,02,"Osiedlowa",52.2647830000,20.8231540000
649,02,"Szolc-Rogozińskiego",52.1502500000,21.0519300000
2103,05,"PKP Rembertów",52.2578910000,21.1593580000
5384,02,"Wolica",52.1194300000,20.8678440000
1596,02,"Bruszewska",52.3270450000,21.0290200000
266,03,"Bartycka",52.2117600000,21.0482300000
8785,01,"Ks. Sitnika",52.2434720000,20.9479420000
2677,02,"3 Maja",52.2106070000,20.7901040000
8524,80,"Warszawa Mokry Ług",52.2772860000,21.1704570000
7639,04,"Koszykowa",52.2227210000,21.0047890000
2085,01,"Meblowa",52.2692470000,21.1197920000
7604,05,"Muranów",52.2495590000,20.9987550000
7799,04,"Kinowa",52.2422640000,21.0722790000
4141,02,"Starostwo Powiatowe",52.4214040000,20.9391520000
5733,02,"Dębowa",52.4151230000,20.7560190000
3913,02,"Buchalteryjna",52.2716070000,21.1706290000
5554,02,"Szkolna",52.3612420000,21.1684550000
884,04,"Rozbrat",52.2225700000,21.0355940000
3240,01,"Janowskiego",52.2500880000,20.8627470000
5375,02,"Dębowa",52.3628900000,20.9463580000
613,03,"Ursynów Płn.",52.1604790000,21.0364620000
846,02,"Nalewki-Muzeum",52.2488200000,20.9943530000
6869,02,"Knapika",52.2960380000,21.0513060000
997,01,"Koszykowa",52.2230500000,21.0034660000
4252,01,"Jastrzębiec",52.0315200000,20.8292000000
2156,02,"Zamieniecka",52.2344340000,21.0988160000
1847,02,"Pożarowa",52.2790060000,21.0274330000
2026,02,"PKP Anin",52.2146090000,21.1581270000
3785,01,"Kąpielowa",52.4480730000,21.0585850000
1570,02,"Fletniowa",52.3350020000,20.9768220000
2523,01,"Orzechowa",52.4182250000,20.9241100000
3573,03,"Esperanto",52.2444600000,20.9792800000
7045,02,"Zachodzącego Słońca",52.2271070000,20.8022490000
1961,02,"Edisona",52.2298490000,21.1367930000
5866,01,"Łomna Zachód",52.3845290000,20.7712330000
4783,02,"Willowa Aleja",52.2310580000,20.7729470000
7991,00,"R4(Z)",52.2991360000,20.9341570000
